Локация,Количество
с. Новопокровка,2
Зея,2
реки Аргунь,2
с. Владимировка,2
п. Большой Невер,2
г. Сковородино,2
поселок Ерофей Павлович,2
с. Старая Курба,2
р. Уда,2
г. Закаменск,2
г. Северобайкальск,2
населенный пункт Горхон,2
Усть-Ниман,2
острова Дачный,2
острова Кабельный,2
Омми,2
Мылки,2
Силинский,2
Менделеева,2
Малая Хапсоль,2
Осиновая Речка,2
Свечино,2
Дубовый Мыс,2
Пивань,2
с. Оренбургское,2
п. Циммермановка,2
с. Свечино,2
с. Тнейвах,2
